name,reviews.rating,cleaned_text
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,grandfather father used product ive used whole life multipurpose productbut brings back remind loved one love carmex especially jar please dont go anywhere ever
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,im generation wisconsin family carmex original lip balm jar faithfully pocket purse backpack bathroom year harsh winter weather scorching summer sun along dry lip cold sore thrown carmex relieved first sight jar wanting opened unique sound tiny lid screwed pleasant aroma greets finally tingly lip sensation applicationits happiness sens use instead lipstick natural shine several time throughout day night bedtime avoid chappeddry lip carmex original lip balm jar continue one wisconsin tradition ill highly recommend family friend
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always gotten horrific fever blister tried everything soothe youre aware painful anyways friend mine asked ever tried carmex hadnt honestly given hope anything would ever work local drug store seen carmex picked jar last ditch effort boy glad carmex life saver know sound shallow truth felt immediate result fever blister healed quickly carmex soothed needle say jar tube carmex every house car purse etc never enough use multiple time day lip smooth protected thank wonderful product carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex favorite lip balm ever always help chapped lip love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,great love using suggest guy make bigger jar family sized jar last longer
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip always keep super dry winter regardless much water drink ive gone three day chap awful lip finally remembered pick carmex never let im sitting soft soothed lip reminds youre super sick child mom comfort normal chapstick never job people taking time write review lip balm tell something something positive
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,remember first introduced carmex mother put chapped lip winter remember tingling feeling lip loved still use today friend ask use instead usual chapstick whatever else people use always say carmex work well actually lipcare usealso perfect base put lipstick absolutely work thats lot brand work hour carmex lip stay moisturized well help prevent cold sore although dont get nice know also care fo rthe cooler month season especially winter come carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,love carmex really wish spf protection
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip need soothing carmex trick
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,help soothe extremely dry cracked lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use everyday make lip smooth soft
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,started using summer lip soft
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,keep lip moist long could better
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love product packaging even like smell
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought awhile ago love great
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy time wonderful product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmen great time especially ur sick
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love jar best product ever loveit
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,go lip balm long lasting always sooth
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,effective product tried yet
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought product ago best choice ive ever made
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought last month lip feel fantastic
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,got week ago love love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,best chapstick found tried many
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,work tough environment jar never break
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex provided instant relief lip irritation
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,put last week ity job problem
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy carmex product love flavor
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,favorite work great chapped lip classic
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,im happy always yes always big time fun time
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buying year help winter summer
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,great stuff chap lip healed within two day
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used year still continue use
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex favorite must everyone
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always used carmex chapped lipscold sore
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product wont make lip burn swell
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,great product use keep lip moist soft
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always nessesity shopping cart
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,thing use cold sore
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using car ex year swear
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,really like original carmex little jar
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought month ago really work great
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive used product since elementary unbeatable
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,smooth addictive satisfying crackedlip ninja
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love stuff day riding heals fast
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,basic life cant stop using
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy time sore chap lip love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using year cant beat quality
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,good product love iti take everywhere
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought get relief love stuff
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,havebeen using yr love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using stuff year great
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,first time tried year ago
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,loyal carmex user best
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex everything dry skin lip cut
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,got gift long time ago number forever
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex year round lip care best
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used house year
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,good work well nice sent
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product lasted whole month love
